model,PR-AUC,Recall,Precision,F1,Latency_ms,meets_latency
RF (H1),0.99966399049189,0.9976292543517797,0.9962057335581788,0.9969169857856819,23.435650000465102,True
LinearSVM (H1),0.9177459842212775,0.9604767472070668,0.6868323269856015,0.8009261766776797,0.6504899996798486,True
Hybrid RF→SVM (H2),0.8489879331267377,0.9669069888282671,0.6143069368216895,0.7512932448459462,0.8162699996319134,True
SVM-RBF top-10 (H3),0.664382149206031,0.93952974798649,0.5525526672651221,0.6958592406402964,0.8891000004950911,True
RF top-10 (H3),0.9965016968167179,0.9894777864380359,0.9728901235750551,0.9811138482345554,27.56232999963686,True
